"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"ICA1L",-72.6004456706283,191.694565217391,-5.96861778168502,9.68523830724728e-08,1.94730041974929e-06,-3.97171886475015,"Downregulated"
"RAB39A",-102.157555178268,227.023188405797,-5.9584936171927,1.00871092431994e-07,2.0114882549674e-06,-3.97318249171677,"Downregulated"
"WASF3",-363.542359932089,450.075362318841,-5.95761803134108,1.0122629989493e-07,2.01668851385822e-06,-3.97330911392187,"Downregulated"
"RBM47",-892.542903225806,1991.40753623188,-5.95410988043954,1.02661934756435e-07,2.04338391481192e-06,-3.9738165075222,"Downregulated"
"TNXA",-334.650820599887,404.713526570048,-5.95251175601024,1.03322590245699e-07,2.05461877083557e-06,-3.97404768310518,"Downregulated"
"ACO1",-441.006196943973,1141.14637681159,-5.94659281570409,1.05806272185592e-07,2.09425816039637e-06,-3.97490407049988,"Downregulated"
"CYB5R1",-1048.03102716469,1121.5847826087,-5.945881094396,1.06108869947067e-07,2.09830290320326e-06,-3.97500706637935,"Downregulated"
"ASPHD2",-392.078820033956,795.228985507246,-5.9450710046981,1.06454331760822e-07,2.10318701518583e-06,-3.97512430268915,"Downregulated"
"BBIP1",-402.219621634732,738.0983436853,-5.93619970438959,1.10311034358482e-07,2.17535804320784e-06,-3.97640851798664,"Downregulated"
"ATL1",-230.588030560272,511.615942028986,-5.93404720961423,1.11267444061676e-07,2.18815727700297e-06,-3.97672021356835,"Downregulated"
"RGL3",-118.434521788342,165.448309178744,-5.93260336985326,1.1191356935945e-07,2.19732433642263e-06,-3.97692931279217,"Downregulated"
"TMEM163",-411.730008488965,646.663043478261,-5.93254591245397,1.11939358431794e-07,2.19732433642263e-06,-3.97693763422493,"Downregulated"
"ELOVL6",-785.990011318619,1033.91980676329,-5.93212439125096,1.12128732980876e-07,2.19902052366627e-06,-3.97699868308211,"Downregulated"
"KLK4",-99.4501867572157,190.214202898551,-5.92910564162885,1.13494238847726e-07,2.22375821933109e-06,-3.97743593130263,"Downregulated"
"DTNB-AS1",-545.183616298812,460.250724637681,-5.92843951803996,1.13797761368298e-07,2.22562160214536e-06,-3.97753242559241,"Downregulated"
"CEP192P1",-46.3378607809847,56.9623188405797,-5.92394835568256,1.15865232397292e-07,2.25367374162929e-06,-3.9781831087937,"Downregulated"
"PAPPA2",-106.237308998302,220.177173913043,-5.92130239196039,1.17100619333101e-07,2.27356175190641e-06,-3.9785665362245,"Downregulated"
"CNR2",-321.152546689304,458.504347826087,-5.92048871741126,1.17483131257044e-07,2.27723912656793e-06,-3.97868445767745,"Downregulated"
