"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"UPK3A",12.011544991511,31.1666666666667,1.22847289902388,0.223510255505186,0.318658780161833,-4.58230933034993,"Not Significant"
"PRKD3",-45.6801188455009,353.68347826087,-1.22830754437203,0.223571902217826,0.318725393209139,-4.58232007917863,"Not Significant"
"KDF1",-39.7604414261459,380.173913043478,-1.22792626936792,0.223714094676961,0.318906816180474,-4.58234485879601,"Not Significant"
"MTUS2-AS1",-27.3755517826827,210.86231884058,-1.22752564088786,0.223863576027021,0.319098604632522,-4.58237088863623,"Not Significant"
"LINC01227",-3.14550084889643,12.8289855072464,-1.22726460571862,0.223961011994312,0.31921618614272,-4.58238784456393,"Not Significant"
"ALDH7A1",70.2605829088852,817.84154589372,1.22669744482396,0.224172821598108,0.319491145484458,-4.58242467396389,"Not Significant"
"MAG",-16.864558573854,84.0913043478261,-1.22666794722386,0.224183841655199,0.319491145484458,-4.58242658900612,"Not Significant"
"RBM19",19.9461799660441,164.641304347826,1.22655141674117,0.224227380341406,0.31953187175228,-4.58243415398204,"Not Significant"
"LMO7DN",-11.2411714770798,38.7898550724638,-1.22623456289263,0.224345796057895,0.319679287857517,-4.58245472030904,"Not Significant"
"CBR3-AS1",15.7269524617996,66.2434782608696,1.22613620161136,0.224382565267996,0.319710350685742,-4.58246110374646,"Not Significant"
"LINC01442",-16.5150254668931,72.5434782608696,-1.22596251953794,0.224447501490921,0.319781540316318,-4.58247237419775,"Not Significant"
"STRADB",106.363073005093,771.505797101449,1.22576985458008,0.224519551091973,0.319862854557486,-4.58248487476222,"Not Significant"
"RNF38",66.6666383701187,856.024637681159,1.22544629597892,0.224640588106976,0.320013943449886,-4.58250586397243,"Not Significant"
"OR4F3",-28.0497453310696,192.965217391304,-1.225290536181,0.224698871826507,0.320075622330334,-4.58251596628371,"Not Significant"
"ANKRD13A",-89.426867572156,1203.63913043478,-1.22518291309422,0.224739149734064,0.32011164604978,-4.58252294584413,"Not Significant"
"MAP3K5-AS1",-10.1163837011884,30.831884057971,-1.22497216764383,0.224818036427359,0.320189245258955,-4.58253661145837,"Not Significant"
"USHBP1",-5.19193548387097,21.0826086956522,-1.22495726951469,0.224823613892555,0.320189245258955,-4.58253757743374,"Not Significant"
"OR8G2P",-11.9176570458404,42.6753623188406,-1.2249068520416,0.22484248960957,0.320194775661238,-4.58254084635748,"Not Significant"
"LINC01883",-2.78896434634975,11.7898550724638,-1.22482653134448,0.224872563137294,0.320216250894999,-4.58254605386563,"Not Significant"
"SLC8A1",13.230490816484,127.122134387352,1.22460075333092,0.224957114259784,0.32031529363599,-4.58256069027118,"Not Significant"
"APOBEC4",-26.5021222410865,194.030434782609,-1.22437320100282,0.22504235332811,0.320413278387936,-4.58257543919889,"Not Significant"
"MIR4527HG",-16.0259762308998,48.6579710144928,-1.22433695132237,0.225055934311815,0.320413278387936,-4.58257778850981,"Not Significant"
"CCDC91",-100.912054329372,668.447826086957,-1.22397742089399,0.225190665195585,0.32058372460886,-4.5826010859212,"Not Significant"
"SLC26A11",63.7649405772496,622.507246376812,1.22376393044632,0.225270696733782,0.320676282753008,-4.58261491704126,"Not Significant"
"LOC101928505",-10.7106960950764,45.8594202898551,-1.22339953962606,0.225407344521049,0.32084941728446,-4.58263851923669,"Not Significant"
"SLC4A2",-148.647623089983,699.423188405797,-1.22326961968198,0.225456079567393,0.320897400287958,-4.58264693280903,"Not Significant"
"SLC10A4",-14.2804753820034,27.9579710144928,-1.22289063988389,0.225598284881235,0.321074442370179,-4.58267147073827,"Not Significant"
"LOC101928574",-28.9470288624789,135.342028985507,-1.22285800615604,0.225610533157713,0.321074442370179,-4.58267358335923,"Not Significant"
"CYP26A1",-29.3870118845501,126.373913043478,-1.22261075283437,0.225703349450173,0.321185130211044,-4.58268958820522,"Not Significant"
"DNAJC5",62.1228353140917,640.069565217391,1.22247495169415,0.225754339621456,0.321236286980841,-4.58269837742761,"Not Significant"
"KRT78",18.5548387096775,139.813768115942,1.22242767101804,0.225772094388873,0.321240147892282,-4.58270143728314,"Not Significant"
"GLYATL1-AS1",-17.3654499151104,89.6202898550725,-1.22219527235904,0.225859379191843,0.321342932609433,-4.58271647581165,"Not Significant"
"CAPZA2",229.813157894737,2891.03043478261,1.22208818768522,0.225899606576173,0.321361016542613,-4.58272340438443,"Not Significant"
"RAB10",-360.279541595927,6054.6884057971,-1.22208132738809,0.225902183890727,0.321361016542613,-4.58272384823915,"Not Significant"
"PRORP",52.6490237690998,797.628985507246,1.22193088035141,0.225958710063942,0.321420019370962,-4.58273358144581,"Not Significant"
"CDC42EP5",-1012.21850594227,6344.47536231884,-1.22175881759421,0.226023370375223,0.321490584156087,-4.58274471174073,"Not Significant"
"CYB561D1",-47.4959252971138,425.449275362319,-1.22135325466356,0.22617583227149,0.321686018235364,-4.58277094087613,"Not Significant"
"SYNE4",100.81494057725,342.111594202899,1.22115795890856,0.226249275895724,0.32176904743324,-4.5827835684711,"Not Significant"
"LNROP",-20.3938030560272,98.4492753623188,-1.22103880297182,0.226294094649443,0.321811358331879,-4.58279127204563,"Not Significant"
"RORA-AS1",-9.95649405772499,56.1876811594203,-1.22089723968887,0.226347350013213,0.321856075923302,-4.5828004233867,"Not Significant"
"ZNF417",-12.2336162988115,48.1594202898551,-1.22087509881006,0.226355680122114,0.321856075923302,-4.58280185459316,"Not Significant"
"TYMSOS",-31.7910016977929,287.614492753623,-1.22063523345135,0.226445939497337,0.321962980483631,-4.58281735818267,"Not Significant"
"LPA",-5.64286926994906,20.3536231884058,-1.22055408920755,0.226476479354108,0.321972287214743,-4.58282260227241,"Not Significant"
"PSG4",-41.6826400679117,183.607246376812,-1.22053773028364,0.226482636644991,0.321972287214743,-4.582823659458,"Not Significant"
"IGKV1-5",-55.8513582342954,138.305797101449,-1.22042717003497,0.226524253316826,0.322010015847142,-4.58283080400693,"Not Significant"
"SLA2",-28.1186757215619,154.451449275362,-1.22036737952891,0.226546761756778,0.322020578425259,-4.5828346675011,"Not Significant"
"S100G",-92.9575551782683,102.789855072464,-1.21972539055568,0.226788544542697,0.322331307514769,-4.58287614008981,"Not Significant"
"TMEM214",-164.05339558574,2124.91304347826,-1.21970679730695,0.226795549844287,0.322331307514769,-4.58287734091859,"Not Significant"
"AGBL2",-17.0209677419355,107.297101449275,-1.21952504450225,0.226864036406711,0.322407188284411,-4.58288907838158,"Not Significant"
"WNT5B",21.0598754951896,97.0874396135266,1.21946138290909,0.226888028397402,0.322419829827887,-4.58289318922153,"Not Significant"
"DCP2",40.0073853989813,469.457246376812,1.2194162694711,0.22690503130944,0.322420100622628,-4.58289610222656,"Not Significant"
"MAD2L1BP",93.2365025466892,977.063768115942,1.21938076760718,0.226918412345307,0.322420100622628,-4.58289839453635,"Not Significant"
"H2BW4P",10.3669779286927,39.5528985507246,1.2192899927224,0.226952628995301,0.322447265663428,-4.58290425547597,"Not Significant"
"CPNE7",47.3226655348047,297.510144927536,1.2190822892643,0.227030934804051,0.322537063434453,-4.58291766448072,"Not Significant"
"POPDC2",-31.598726655348,95.0623188405797,-1.21897025972406,0.227073178981075,0.322575620826049,-4.58292489606027,"Not Significant"
"TAS2R10",-16.5900679117148,69.1666666666667,-1.21830845300917,0.227322850411041,0.322908820500738,-4.58296760368404,"Not Significant"
"ACTMAP",84.6864176570461,970.584057971015,1.21806198696844,0.227415882632753,0.323005044982865,-4.58298350316468,"Not Significant"
"ST8SIA1",-13.2396859083192,70.3311594202899,-1.21804885799343,0.227420839135054,0.323005044982865,-4.58298435002981,"Not Significant"
"UBE2G2",35.6802207130731,488.164492753623,1.21789565299167,0.227478683508545,0.323065716431175,-4.58299423167337,"Not Significant"
"LOC339685",-12.0839558573854,45.7579710144928,-1.21743783487982,0.227651602067202,0.323289797549652,-4.58302375391468,"Not Significant"
"NOS2",66.8520373514432,184.320289855072,1.21705618552319,0.227795824745533,0.323473100338454,-4.58304835666249,"Not Significant"
"MEOX2",22.8362903225807,59.7652173913043,1.21687470651793,0.227864427761428,0.323549004966479,-4.58306005309321,"Not Significant"
"UBR3",55.3835101867566,793.515579710145,1.21663200609936,0.227956197321853,0.323657791929451,-4.58307569278112,"Not Significant"
"GABRA6",-12.1854838709678,24.7246376811594,-1.21650821144322,0.228003016758032,0.323702747384251,-4.58308366904433,"Not Significant"
"CAMK4",-19.0432371250707,122.566183574879,-1.21625512770251,0.228098755428605,0.323817144355805,-4.58309997326841,"Not Significant"
"MIR18A",23.9140916808149,103.550724637681,1.21593912528479,0.228218336602549,0.323965371540089,-4.58312032648832,"Not Significant"
"CEL",869.310568760612,634.336231884058,1.21578239837993,0.228277661900083,0.324028048996416,-4.58313041922312,"Not Significant"
"AP1S3",23.6401188455009,182.038550724638,1.21557327345436,0.228356838725954,0.324118894442095,-4.58314388437262,"Not Significant"
"AQP6",-14.2378607809847,74.2572463768116,-1.21547211824484,0.228395144291661,0.324151720935474,-4.58315039679866,"Not Significant"
"KRIT1",72.764643463497,992.015217391304,1.21511903336849,0.228528887520317,0.324317609901685,-4.58317312469486,"Not Significant"
"TMEM86A",-17.94779286927,204.594202898551,-1.21508336947263,0.228542399635734,0.324317609901685,-4.58317542002519,"Not Significant"
"EMP2",121.216383701188,1312.45362318841,1.21500852485954,0.228570758188812,0.324336302082151,-4.58318023682777,"Not Significant"
"LINC02225",-11.1438030560272,53.4434782608696,-1.2147670076879,0.228662286284612,0.324444621856263,-4.58319577838219,"Not Significant"
"RAB30-DT",41.1505093378609,434.138405797101,1.21409843470057,0.228915795436801,0.324782743847987,-4.58323878606422,"Not Significant"
"TMEM272",-15.9123089983023,95.4463768115942,-1.21395731083386,0.228969332841115,0.324837122458329,-4.58324786144503,"Not Significant"
"CHST13",25.926740237691,79.8333333333333,1.21325020451417,0.229237721163239,0.325196281028449,-4.5832933194015,"Not Significant"
"CACNA1B",-9.94936332767403,43.3528985507246,-1.21319946462798,0.229256988722603,0.325202013027938,-4.58329658039749,"Not Significant"
"GPR137",-18.8235993208829,231.571014492754,-1.21306138935747,0.229309426288355,0.325254792936202,-4.5833054537079,"Not Significant"
"SLC20A2",38.8553480475383,379.469565217391,1.21290310135697,0.229369550881166,0.325318468466533,-4.5833156248353,"Not Significant"
"MIDN",67.5631013016409,424.594685990338,1.21277913287925,0.229416647449019,0.325363658912856,-4.5833235898395,"Not Significant"
"BNC1",-10.0932937181664,31.0978260869565,-1.212548673245,0.2295042195085,0.325466242765142,-4.58333839494088,"Not Significant"
"ATXN2",-57.3669779286929,783.113043478261,-1.21234516872163,0.229581569140417,0.325554317251967,-4.5833514662559,"Not Significant"
"ADAMTS19",-4.20471137521222,16.395652173913,-1.21226289300585,0.229612846535751,0.32557705241429,-4.58335675034243,"Not Significant"
"PNRC1",692.628098471987,4785.13768115942,1.21222127459125,0.229628669098837,0.325577872000522,-4.58335942312371,"Not Significant"
"FABP4",-500.114643463497,736.132608695652,-1.21213921947447,0.22965986728215,0.325600490277806,-4.58336469254874,"Not Significant"
"GADD45B",-90.9264006791171,622.828623188406,-1.21186660126176,0.229763541608956,0.325725851851475,-4.58338219722676,"Not Significant"
"MED21",95.3336587436331,929.441304347826,1.21152554213744,0.229893291328891,0.325888160288804,-4.58340409137397,"Not Significant"
"LOC101927040",10.1111205432937,43.7652173913043,1.21141791446021,0.229934247370245,0.325923058785659,-4.58341099931365,"Not Significant"
"TLR7",-28.0983022071307,160.244927536232,-1.21138064369559,0.229948431417442,0.325923058785659,-4.58341339135697,"Not Significant"
"TCTA",-81.0433786078099,965.002898550725,-1.21123735491152,0.230002968416575,0.325969889383853,-4.58342258702388,"Not Significant"
"EIF4E2",90.0789261460102,1270.59094202899,1.2112136342708,0.230011997612711,0.325969889383853,-4.58342410921778,"Not Significant"
"FOXH1",15.5523344651952,88.1166666666667,1.21110265273311,0.230054245850468,0.325979869456577,-4.58343123072857,"Not Significant"
"FAM200A",19.8677843803056,132.559420289855,1.21108504076773,0.230060950858081,0.325979869456577,-4.58343236080564,"Not Significant"
"ZNF561",-35.544015280136,554.328260869565,-1.21107300951793,0.230065531326988,0.325979869456577,-4.58343313278574,"Not Significant"
"NAT8L",-21.6384550084889,118.784782608696,-1.21103476164332,0.230080093280351,0.325979869456577,-4.58343558689784,"Not Significant"
"XXYLT1",16.5005093378608,50.4130434782609,1.2107287942172,0.230196607096946,0.326123312621524,-4.5834552162352,"Not Significant"
"CREB3L3",-32.8425297113752,93.9579710144928,-1.21067823235003,0.230215865419087,0.326128962440664,-4.58345845959305,"Not Significant"
"LINC01139",17.7339558573854,42.5536231884058,1.21048463266261,0.230289615712402,0.326211800939827,-4.58347087715187,"Not Significant"
"LINC02405",-9.30993208828523,34.0695652173913,-1.2103593858617,0.230337336652498,0.326257759576032,-4.58347890955919,"Not Significant"
"SNX30",81.4140067911716,605.046376811594,1.21022674750417,0.230387881723242,0.326292799014083,-4.58348741517484,"Not Significant"
"FGFRL1",-26.9211799660443,173.967391304348,-1.21021428709654,0.230392630478643,0.326292799014083,-4.58348821417153,"Not Significant"
"P2RY10",-66.8151952461801,258.1,-1.21008121746712,0.23044334875495,0.326327684674638,-4.58349674650275,"Not Significant"
"CLIP2",74.589558573854,552.549275362319,1.20995750561958,0.230490507675164,0.326327684674638,-4.58350467804714,"Not Significant"
"RTN4R",32.6668081494058,208.942028985507,1.2099242602378,0.230503182000418,0.326327684674638,-4.58350680938323,"Not Significant"
"TMEM44-AS1",-34.2039049235993,286.398550724638,-1.20991681320348,0.230506021144931,0.326327684674638,-4.58350728679955,"Not Significant"
"TMOD1",-26.0249858517263,373.545893719807,-1.20991606238276,0.230506307392977,0.326327684674638,-4.5835073349332,"Not Significant"
"TRAV23DV6",-10.7814940577249,59.4333333333333,-1.20990915477376,0.230508940909378,0.326327684674638,-4.58350777776525,"Not Significant"
"NHERF2",-24.4509337860782,113.353623188406,-1.20970897644948,0.230585268116659,0.326414102947405,-4.58352060976177,"Not Significant"
"NANOS2",11.5982173174873,45.5971014492754,1.20920760210591,0.23077652077331,0.326663186251032,-4.58355274072112,"Not Significant"
"CHD8",83.2451612903225,1014.3,1.20896303109933,0.230869855854955,0.326773643812995,-4.58356840980495,"Not Significant"
"NQO2-AS1",-9.36502546689304,25.3811594202899,-1.20889601294602,0.230895436627415,0.32678819350906,-4.58357270299106,"Not Significant"
"CD177",446.771137521222,473.81884057971,1.2086538209456,0.230987898273407,0.326897392049908,-4.58358821600085,"Not Significant"
"TIMM17B",50.5055178268249,443.427536231884,1.20842150089864,0.231076616371736,0.327001278548314,-4.58360309400578,"Not Significant"
"FOXD3-AS1",-17.594142614601,31.1072463768116,-1.20822493248901,0.231151701003945,0.327085859560144,-4.58361568038995,"Not Significant"
"UCHL1",-43.3952037351444,290.660869565217,-1.20818334815239,0.231167587538851,0.327086668018236,-4.58361834281717,"Not Significant"
"CCL2",368.65882852292,1122.71014492754,1.20795861620934,0.23125345598702,0.327186489533938,-4.58363272977027,"Not Significant"
"PSD",-19.0275891341256,83.2565217391304,-1.20740728456495,0.231464213921914,0.327462984680069,-4.58366801466678,"Not Significant"
"GUCY2C",219.044312393888,600.478260869565,1.20717636643713,0.23155252858032,0.327566228581168,-4.58368278889468,"Not Significant"
"LYSET",-121.416977928693,1649.03913043478,-1.20713193487963,0.23156952423929,0.3275685739289,-4.58368563134465,"Not Significant"
"ANO9",82.7717317487268,584.752173913044,1.20694291076677,0.231641838586344,0.327649165288333,-4.58369772283785,"Not Significant"
"DARS1-AS1",-25.2234295415959,108.421739130435,-1.20670264718385,0.231733779110996,0.327757504667122,-4.58371308950753,"Not Significant"
"TEX51",-4.03429541595925,18.1072463768116,-1.20626519353154,0.23190124543426,0.327972644112276,-4.58374106075658,"Not Significant"
"EN1",-16.2911714770798,105.408695652174,-1.20610968937349,0.231960796803382,0.328021615388284,-4.58375100161304,"Not Significant"
"SUCLG1",-257.708786078099,2857.42826086957,-1.20609456403511,0.231966589746184,0.328021615388284,-4.58375196846211,"Not Significant"
"KANSL3",17.3219439728352,297.309782608696,1.20597917677915,0.232010786049252,0.328062391264161,-4.58375934393468,"Not Significant"
"COL22A1",26.3151103565365,153.657971014493,1.20576096431672,0.232094383769734,0.328158871510772,-4.58377329015082,"Not Significant"
"RUFY1",-25.251443123939,560.336956521739,-1.20568467091142,0.232123617113386,0.328178478133893,-4.58377816560561,"Not Significant"
"ZNF212",-36.6594227504243,520.933333333333,-1.2055462174966,0.232176675130887,0.328213960645307,-4.58378701261084,"Not Significant"
"MYL6",-531.168505942278,9721.30144927536,-1.20553852067366,0.232179624959969,0.328213960645307,-4.58378750440112,"Not Significant"
"ZNF684",-12.0409592529712,103.326811594203,-1.20549887904251,0.23219481815751,0.328213960645307,-4.58379003726657,"Not Significant"
"ZFP2",-17.6079796264856,68.431884057971,-1.20533191135513,0.232258818725743,0.328263770418849,-4.58380070467332,"Not Significant"
"LOC339666",-27.7730050933787,127.972463768116,-1.20532675169422,0.232260796684891,0.328263770418849,-4.58380103429753,"Not Significant"
"ARHGAP32",69.3874363327672,480.035144927536,1.20526436231386,0.232284714659102,0.328275850382109,-4.58380501993174,"Not Significant"
"SLX1B",-60.4261743067349,676.706763285024,-1.20509429303129,0.232349922533185,0.328346277743746,-4.58381588354206,"Not Significant"
"COPG2",13.7584889643463,134.923913043478,1.20501550968762,0.232380134101294,0.328367243879935,-4.58382091555239,"Not Significant"
"HORMAD1",28.5951612903226,66.4028985507246,1.20461616196331,0.232533318438249,0.328550301996666,-4.58384641784264,"Not Significant"
"CHRDL1",-253.320628183362,592.644927536232,-1.20459757794243,0.232540448798127,0.328550301996666,-4.58384760442658,"Not Significant"
"POMK",-28.9449066213922,158.417391304348,-1.20399430909835,0.232771998512452,0.328841177868949,-4.5838861138211,"Not Significant"
"FREM3",-5.11409168081494,18.7028985507246,-1.20392928754636,0.232796965393239,0.328841177868949,-4.58389026338463,"Not Significant"
"WNT11",37.2492359932088,60.8753623188406,1.2039171887986,0.232801611267055,0.328841177868949,-4.58389103548317,"Not Significant"
"KLC2",49.9738539898134,562.263768115942,1.20390077676081,0.232807913535539,0.328841177868949,-4.58389208282897,"Not Significant"
"SMIM21",-6.02236842105264,22.6833333333333,-1.20361311672509,0.23291839588357,0.328975476548204,-4.58391043792788,"Not Significant"
"TIMM22",25.2276457272214,299.571980676329,1.20337929412525,0.233008228751605,0.329063902151253,-4.5839253547824,"Not Significant"
"BEGAIN",-27.0926994906621,146.482608695652,-1.20336995374733,0.233011817775596,0.329063902151253,-4.58392595060217,"Not Significant"
"RAB43",23.6992359932089,259.463043478261,1.20321351219678,0.233071936127205,0.329127039134403,-4.58393592932795,"Not Significant"
"TMEM270",-8.56969439728353,12.1159420289855,-1.20299579945498,0.23315561887351,0.329223441473161,-4.58394981429283,"Not Significant"
"IGK",-397.668930390492,1374.66811594203,-1.2028344562718,0.233217648773419,0.329289258551759,-4.58396010271312,"Not Significant"
"RHOQ-AS1",-8.83459252971139,44.6152173913043,-1.20273677888495,0.23325520757365,0.329317299811949,-4.58396633072091,"Not Significant"
"TPD52L3",-12.1311120543294,57.7094202898551,-1.20270260749056,0.233268348155414,0.329317299811949,-4.58396850941344,"Not Significant"
"PHF8",-17.5586587436332,200.024637681159,-1.20189426844268,0.233579350769065,0.329734562388454,-4.58402003073698,"Not Significant"
"HERC2",-15.270741369553,279.483574879227,-1.20164990745543,0.233673426014046,0.329845562417844,-4.58403559937359,"Not Significant"
"ASPHD1",83.8853989813241,559.191304347826,1.20146174562831,0.233745884148335,0.329926035804375,-4.58404758548773,"Not Significant"
"ZNF197",-14.7685059422751,194.095652173913,-1.2010018497095,0.233923051285234,0.330154282731875,-4.58407687410037,"Not Significant"
"ZMPSTE24",298.597283531411,4581.37391304348,1.20070190474218,0.234038652419099,0.330295612219301,-4.58409597063531,"Not Significant"
"TAFA4",-17.7882852292021,62.2971014492754,-1.20038851698765,0.234159478706668,0.330444296731751,-4.58411591834647,"Not Significant"
"TPM1",355.721194114318,3501.25603864734,1.20008333529056,0.234277184572128,0.330583203349474,-4.5841353391273,"Not Significant"
"NEXN-AS1",-7.24100169779287,25.9347826086957,-1.20005304770087,0.23428886856289,0.330583203349474,-4.58413726628444,"Not Significant"
"ARHGAP29",-36.4235568760611,332.822101449275,-1.19960548260223,0.234461574166218,0.330805036629974,-4.58416573901664,"Not Significant"
"SEC14L4",-31.6717741935484,133.304347826087,-1.1995004258867,0.234502126614988,0.330840396229113,-4.58417242099103,"Not Significant"
"OR2K2",-5.41791171477078,25.7920289855072,-1.19924720459462,0.234599892247188,0.330956463354462,-4.58418852453956,"Not Significant"
"ALOX12P2",-10.7531409168081,47.0521739130435,-1.1991320240533,0.234644371802883,0.330997347991689,-4.58419584838487,"Not Significant"
"SIPA1L3",38.446370967742,429.139492753623,1.19847879187418,0.23489674759778,0.331318985951094,-4.58423737243291,"Not Significant"
"SLCO1B1",-14.9540747028863,64.8579710144927,-1.19846155935382,0.234903408028818,0.331318985951094,-4.58423846757193,"Not Significant"
"OR51A1P",-19.2640067911715,129.48115942029,-1.19842018327697,0.234919400589304,0.331319661783383,-4.58424109699214,"Not Significant"
"ACP2",115.007300509338,1400.44057971014,1.19827847649328,0.234974178653031,0.331375035227996,-4.58425010172494,"Not Significant"
"ECEL1",-4.61918505942277,30.8173913043478,-1.1979239618379,0.23511126005306,0.331546462921967,-4.58427262500848,"Not Significant"
"MUC13",612.872835314092,2696.31449275362,1.19785118470153,0.235139408196698,0.33156426388861,-4.5842772479805,"Not Significant"
"TNNT1",26.5995755517827,50.8942028985507,1.19772588440177,0.235187876532021,0.331610713612885,-4.58428520674028,"Not Significant"
"MPI",-34.4253820033956,284.871739130435,-1.19754965574634,0.235256057074435,0.331667615590067,-4.58429639904561,"Not Significant"
"SP100",63.2306027164688,798.189855072464,1.19754129410934,0.235259292436855,0.331667615590067,-4.58429693005667,"Not Significant"
"EXTL1",-12.2070458404075,48.6869565217391,-1.19726235831173,0.235367239322951,0.331797896384176,-4.58431464209722,"Not Significant"
"MXD3",16.1166383701188,116.385507246377,1.19689071970974,0.235511117445084,0.331978809007634,-4.5843382347438,"Not Significant"
"CEP95",18.8397000565931,212.99806763285,1.19675748766567,0.235562713089071,0.332029624039288,-4.58434669104242,"Not Significant"
"FCRLA",-58.4936898698359,234.828019323671,-1.19617357055537,0.235788938163339,0.332326559252585,-4.58438374231663,"Not Significant"
"IAPP",-9.86833616298812,27.836231884058,-1.19602486379916,0.235846576224793,0.332385860395467,-4.58439317554504,"Not Significant"
"ATP6V0A4",-6.50220713073006,22.8739130434783,-1.19539134337598,0.236092240023252,0.332710126702513,-4.58443335089246,"Not Significant"
"LRRC39",-10.2816638370119,62.1666666666667,-1.19489479709687,0.236284917878931,0.332959685348399,-4.58446482619772,"Not Significant"
"COQ9",-111.147623089983,1303.42536231884,-1.1945840082918,0.236405572964221,0.333107727241332,-4.58448452050179,"Not Significant"
"IL17RE",-9.60653650254669,49.0449275362319,-1.19445897467834,0.236454126337313,0.333154161247262,-4.58449244239865,"Not Significant"
"LOC105370941",-12.8154499151104,58.1260869565217,-1.19425687365788,0.236532621963293,0.333242773749591,-4.58450524552998,"Not Significant"
"TFG",81.8117359932085,1366.24202898551,1.19392535776985,0.236661422842225,0.333358370143097,-4.58452624279758,"Not Significant"
"ALDH8A1",16.9247028862479,63.2724637681159,1.19390909856842,0.236667741186787,0.333358370143097,-4.58452727247091,"Not Significant"
"NAP1L3",31.1290322580646,170.914492753623,1.19390244502616,0.236670326796186,0.333358370143097,-4.58452769382706,"Not Significant"
"JAML",-57.3292020373514,325.714492753623,-1.19388499872402,0.236677106638563,0.333358370143097,-4.58452879865787,"Not Significant"
"MRM3",72.3603565365021,683.508695652174,1.19244902412478,0.237235624879801,0.334123004521096,-4.58461968442137,"Not Significant"
"B4GALT3",-50.7171052631576,614.56884057971,-1.19225617211501,0.237310706572969,0.334200225638476,-4.58463188275294,"Not Significant"
"AMIGO1",-28.9529711375212,188.671014492754,-1.19222780922615,0.237321750341018,0.334200225638476,-4.58463367661751,"Not Significant"
"MIR4290HG",-19.3746179966044,81.2492753623188,-1.19217070668609,0.237343985704443,0.334209501067435,-4.58463728805661,"Not Significant"
"MMRN2",-31.8804187889078,336.045893719807,-1.19205504607461,0.237389027815923,0.334250887860276,-4.5846446025019,"Not Significant"
"CACTIN",-16.8104753820034,251.364637681159,-1.19195882722687,0.237426503357802,0.334281615941234,-4.58465068694099,"Not Significant"
"ERAP1",-63.9704867006225,706.559661835749,-1.19187645894116,0.237458587744367,0.334295491644307,-4.58465589517494,"Not Significant"
"PLA1A",75.7188455008488,302.155072463768,1.19185315903961,0.237467664172673,0.334295491644307,-4.5846573683923,"Not Significant"
"TADA2A",-10.8980758347482,93.5067632850241,-1.191574621549,0.237576187273607,0.33442622143438,-4.58467497784229,"Not Significant"
"DHRS7B",-61.0583191850595,732.21884057971,-1.19139913497926,0.237644578310614,0.334476688161361,-4.58468607035353,"Not Significant"
"DMBX1",-6.06426146010186,14.5376811594203,-1.19136682245851,0.237657172771412,0.334476688161361,-4.58468811266501,"Not Significant"
"NCAPH2",11.8655348047539,139.161739130435,1.19136207695584,0.237659022467981,0.334476688161361,-4.58468841260001,"Not Significant"
"F3",1030.61468590832,3554.06231884058,1.19115296690743,0.237740539462539,0.334569366190132,-4.58470162811076,"Not Significant"
"GNA14",-22.0061969439728,168.15,-1.19078180539473,0.237885278397416,0.334728212040624,-4.5847250798268,"Not Significant"
"H2AC10P",9.17224108658742,36.3449275362319,1.19074879847574,0.237898152925154,0.334728212040624,-4.58472716503225,"Not Significant"
"SARAF",-548.27427843803,8488.35507246377,-1.19074295513771,0.237900432203241,0.334728212040624,-4.58472753417841,"Not Significant"
"DCAKD",-23.9313808715338,217.019323671498,-1.19047918086701,0.238003337570442,0.334845972646175,-4.5847441960782,"Not Significant"
"KBTBD11",77.0456706281836,497.411594202899,1.19044804944274,0.238015484887465,0.334845972646175,-4.58474616234103,"Not Significant"
"STARD6",-11.7836162988116,41.9072463768116,-1.19038973824195,0.238038238813521,0.334855925855643,-4.58474984515302,"Not Significant"
"ACTR3C",-22.4217317487266,194.884057971014,-1.19004837227874,0.23817147655433,0.33502128859717,-4.58477140177316,"Not Significant"
"PPP3CA-DT",-44.5227504244484,401.360869565217,-1.18996947826239,0.238202277146335,0.335042546958264,-4.58477638297269,"Not Significant"
"MFSD4B",15.7218732314658,188.311111111111,1.18967410613876,0.238317617327586,0.335177193018012,-4.58479502943764,"Not Significant"
"VPS13A-AS1",-19.2561969439728,99.8144927536232,-1.18964395505953,0.238329393321699,0.335177193018012,-4.5847969325971,"Not Significant"
"NR4A2",341.648160724392,1298.38309178744,1.18940274638038,0.238423616408042,0.335287625971328,-4.58481215627712,"Not Significant"
"OAZ1",495.277645727228,12459.906763285,1.18933950636189,0.238448324234773,0.335297051527717,-4.58481614714675,"Not Significant"
"DEPDC7",95.2939728353141,237.642028985507,1.18928586394564,0.238469283733729,0.335297051527717,-4.58481953219014,"Not Significant"
"CPEB2-DT",-12.6165534804754,22.3130434782609,-1.18926504695697,0.238477417835184,0.335297051527717,-4.58482084578457,"Not Significant"
"ABHD15",43.1977079796266,341.873913043478,1.18907243794206,0.238552688035934,0.335380801684118,-4.5848329988022,"Not Significant"
"RAB17-DT",-14.6033955857386,52.7188405797101,-1.18887693173879,0.23862910796328,0.335466157107147,-4.58484533277,"Not Significant"
"ITPK1",69.7242501414823,780.471980676328,1.18869355725376,0.238700801864818,0.335544857857363,-4.58485689968296,"Not Significant"
"NINL",-62.4488964346349,440.630434782609,-1.18832751763402,0.238843958792597,0.335723998152791,-4.58487998385228,"Not Significant"
